manifest_id,task_type,domain,value_head,seed,stage,status,teacher,source_checkpoint_ref,source_training_job_id,snapshot_epoch,analysis_roles,training_state,training_log
preserve3-term-delivery-off-534933607-a30-policy-e0060,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_60_1.0000",20755719,60,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0065,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_65_1.0000",20755719,65,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0070,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_70_1.0000",20755719,70,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0075,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_75_1.0000",20755719,75,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0080,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_80_1.0000",20755719,80,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0085,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_85_1.0000",20755719,85,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0090,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_90_1.0000",20755719,90,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0095,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_95_1.0000",20755719,95,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-534933607-a30-policy-e0099,policy_eval,delivery,off,534933607,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:18.209985/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-3c74d66/snapshots/snapshot_99_1.0000",20755719,99,preserve3_term_delivery_off_learning_curve;preserve3_term_delivery_off_final_policy,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755719_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s534933607_K0_P3TERMS2A30_src20522935.txt
preserve3-term-delivery-off-923500475-a30-policy-e0000,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_0_1.0000",20755720,0,preserve3_term_delivery_off_learning_curve;preserve3_term_delivery_off_validation_selected_policy,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0005,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_5_1.0000",20755720,5,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0010,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_10_1.0000",20755720,10,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0015,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_15_1.0000",20755720,15,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0020,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_20_1.0000",20755720,20,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0025,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_25_1.0000",20755720,25,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0030,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_30_1.0000",20755720,30,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0035,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_35_1.0000",20755720,35,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0040,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_40_1.0000",20755720,40,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0045,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_45_1.0000",20755720,45,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0050,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_50_1.0000",20755720,50,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0055,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_55_1.0000",20755720,55,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0060,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_60_1.0000",20755720,60,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0065,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_65_1.0000",20755720,65,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0070,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_70_1.0000",20755720,70,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0075,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_75_1.0000",20755720,75,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
preserve3-term-delivery-off-923500475-a30-policy-e0080,policy_eval,delivery,off,923500475,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.delivery-experiments_numeric.architecture_2.delivery_mcts-2026-08-31T00:37:17.061942/P[domain,prob01,prob02,prob03,prob04]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04920231-5194f74/snapshots/snapshot_80_1.0000",20755720,80,preserve3_term_delivery_off_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_delivery_stage2/20755720_Re-Tr_delivery_delivery_mcts_orig_novh_e.5_c.1_s923500475_K0_P3TERMS2A30_src20522942.txt
