job_id,instance_number,instance_path,status,hit_goal,steps,elapsed_seconds,evaluation_signature,source_evaluation_log,source_completion_ledger
20755804,7,../problems/numeric/counters/vanilla/fz_instance_8.pddl,success,True,28,62.17527635814622,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,8,../problems/numeric/counters/vanilla/fz_instance_9.pddl,success,True,38,91.2479023388587,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,9,../problems/numeric/counters/vanilla/fz_instance_10.pddl,success,True,45,99.51693129213527,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,10,../problems/numeric/counters/vanilla/fz_instance_11.pddl,success,True,55,125.57998885726556,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,11,../problems/numeric/counters/vanilla/fz_instance_12.pddl,success,True,66,160.04910753993317,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,12,../problems/numeric/counters/vanilla/fz_instance_13.pddl,success,True,78,205.64472999610007,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,13,../problems/numeric/counters/vanilla/fz_instance_14.pddl,success,True,91,243.68631907505915,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,14,../problems/numeric/counters/vanilla/fz_instance_15.pddl,success,True,105,270.578638846986,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,15,../problems/numeric/counters/vanilla/fz_instance_16.pddl,success,True,120,377.3839503568597,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,16,../problems/numeric/counters/vanilla/fz_instance_17.pddl,success,True,136,375.6877318690531,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,17,../problems/numeric/counters/vanilla/fz_instance_18.pddl,success,True,155,490.3427659496665,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
20755804,18,../problems/numeric/counters/vanilla/fz_instance_19.pddl,success,True,173,570.8577183689922,3a3a3e97556b837b8a7fb0615b630922b6632fa194364bd6c3bcc90969f912fd,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/horizon-counters-off-2011206605-aware_20755804.out,/home/hersco/training_new_domains/2026-08-31/mcts_horizon_counters/completion/20755804.jsonl
