job_id,job_name,domain,value_head,seed,tag,source_training_job_id,snapshot_epoch,analysis_roles,slurm_state,exit_code,elapsed,successes,total,val_valid,val_invalid,classified_instances,successful_instance_runtime_seconds,source_evaluation_log,source_training_log
20943986,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20430412_e0000,rover,off,534933607,SR10M,20430412,0,main_val_stage2_selected_mcts,FAILED,1:0,00:02:07,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943986_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20430412_e0000.txt,
20944963,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20430412_e0000,rover,off,534933607,SR10M,20430412,0,main_val_stage2_selected_mcts,FAILED,1:0,00:02:34,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944963_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20430412_e0000.txt,
20945820,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20430412_e0000,rover,off,534933607,SR10M,20430412,0,main_val_stage2_selected_mcts,RUNNING,0:0,00:04:34,3,3,,,3,99.97;102.15;106.91,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20945820_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s534933607_K0_SR10M_src20430412_e0000.txt,
20943987,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20430415_e0000,rover,off,923500475,SR10M,20430415,0,main_val_stage2_selected_mcts,FAILED,1:0,00:01:40,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943987_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20430415_e0000.txt,
20944964,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20430415_e0000,rover,off,923500475,SR10M,20430415,0,main_val_stage2_selected_mcts,RUNNING,0:0,00:22:10,5,7,,,7,79.75;84.42;98.67;104.05;270.03,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944964_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s923500475_K0_SR10M_src20430415_e0000.txt,
20943988,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20430409_e0000,rover,off,1073581256,SR10M,20430409,0,main_val_stage2_selected_mcts,RUNNING,0:0,00:55:18,5,5,,,5,86.97;90.68;90.73;97.31;254.29,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943988_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1073581256_K0_SR10M_src20430409_e0000.txt,
20943989,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20430410_e0000,rover,off,1239739722,SR10M,20430410,0,main_val_stage2_selected_mcts,FAILED,1:0,00:01:37,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943989_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20430410_e0000.txt,
20944965,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20430410_e0000,rover,off,1239739722,SR10M,20430410,0,main_val_stage2_selected_mcts,FAILED,1:0,00:01:40,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20944965_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20430410_e0000.txt,
20945821,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20430410_e0000,rover,off,1239739722,SR10M,20430410,0,main_val_stage2_selected_mcts,RUNNING,0:0,00:03:31,3,3,,,3,102.25;102.49;129.20,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20945821_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1239739722_K0_SR10M_src20430410_e0000.txt,
20943990,Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20430411_e0001,rover,off,1472491096,SR10M,20430411,1,main_val_stage2_selected_mcts,FAILED,1:0,00:02:03,0,0,,,0,,/home/hersco/training_new_domains/2026-09-04/statistical_replication_stage2_mcts_eval/20943990_Ev_rover_rover_mcts_orig_novh_e.5_c.1_s1472491096_K0_SR10M_src20430411_e0001.txt,
