array_index,manifest_id,experiment_id,branch,stage,checkpoint_selection,search_method,value_head,seed,selected_epoch,selected_validation_score,source_policy_job_id,source_policy_log,selected_test_policy_score,source_training_job_id,source_training_log,checkpoint,checkpoint_sha256,domain_module,architecture_module,teacher,width,iterations,puct,estimator,pw_min_width,pw_c,pw_alpha,terminal_safe,workers,cpus,memory,walltime,instance_timeout_seconds,max_external_actions,evaluation_scheduling,completion_mode,expected_test_instances,status,ready_manifest,ready_manifest_sha256,selected_policy_source,selected_policy_source_sha256
27,mprime-final-s2-on-1239739722-e0040-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1239739722,40,30,21428605,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428605_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2SEL_src21303730_e0040.txt,15,21303730,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303730_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1239739722_K0_MPFINALV_A10_src20618729_e0020.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576581/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-7d9a779/snapshots/snapshot_40_1.0000",551c3d9374a860ba66b9bd4205a42a0428566ae850449295e3a48418539a4bbd,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428605_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2SEL_src21303730_e0040.txt,log_identity_in_manifest
28,mprime-final-s2-on-1472491096-e0030-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1472491096,30,28,21428606,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428606_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2SEL_src21303731_e0030.txt,17,21303731,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303731_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1472491096_K0_MPFINALV_A10_src20618730_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576578/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-43e0a7a/snapshots/snapshot_30_1.0000",65235bc5998b10c6b714e431389b9919204bdad0397c0751cd5035103fa2d769,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428606_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2SEL_src21303731_e0030.txt,log_identity_in_manifest
29,mprime-final-s2-on-1472491096-e0030-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1472491096,30,28,21428606,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428606_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2SEL_src21303731_e0030.txt,17,21303731,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303731_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1472491096_K0_MPFINALV_A10_src20618730_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576578/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-43e0a7a/snapshots/snapshot_30_1.0000",65235bc5998b10c6b714e431389b9919204bdad0397c0751cd5035103fa2d769,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428606_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2SEL_src21303731_e0030.txt,log_identity_in_manifest
30,mprime-final-s2-on-1510771779-e0005-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1510771779,5,28,21428607,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428607_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2SEL_src21303732_e0005.txt,17,21303732,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303732_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1510771779_K0_MPFINALV_A10_src20618733_e0045.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-17cc32a/snapshots/snapshot_5_1.0000",ad4ba55c2ce2a434bea3b9210427b5342d1569a20341a74bce920697bee115e0,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428607_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2SEL_src21303732_e0005.txt,log_identity_in_manifest
31,mprime-final-s2-on-1510771779-e0005-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1510771779,5,28,21428607,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428607_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2SEL_src21303732_e0005.txt,17,21303732,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303732_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1510771779_K0_MPFINALV_A10_src20618733_e0045.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-17cc32a/snapshots/snapshot_5_1.0000",ad4ba55c2ce2a434bea3b9210427b5342d1569a20341a74bce920697bee115e0,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428607_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2SEL_src21303732_e0005.txt,log_identity_in_manifest
32,mprime-final-s2-on-1963100312-e0015-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1963100312,15,27,21428608,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428608_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2SEL_src21303733_e0015.txt,15,21303733,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303733_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1963100312_K0_MPFINALV_A10_src20618726_e0006.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125886/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-2fc32f3/snapshots/snapshot_15_1.0000",7e2aa4373e66920901a2346d4e8b5e8a76990aa47b0a7f677096a6a213f8c093,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428608_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2SEL_src21303733_e0015.txt,log_identity_in_manifest
33,mprime-final-s2-on-1963100312-e0015-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1963100312,15,27,21428608,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428608_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2SEL_src21303733_e0015.txt,15,21303733,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303733_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1963100312_K0_MPFINALV_A10_src20618726_e0006.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125886/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-2fc32f3/snapshots/snapshot_15_1.0000",7e2aa4373e66920901a2346d4e8b5e8a76990aa47b0a7f677096a6a213f8c093,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428608_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2SEL_src21303733_e0015.txt,log_identity_in_manifest
34,mprime-final-s2-on-1972442430-e0020-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1972442430,20,28,21428609,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428609_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2SEL_src21303734_e0020.txt,18,21303734,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303734_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1972442430_K0_MPFINALV_A10_src20618735_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-72aea46/snapshots/snapshot_20_1.0000",862d1760a816b3001461ed818a12708f8835d11fa461c6b90ee3a9994c55fbf5,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428609_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2SEL_src21303734_e0020.txt,log_identity_in_manifest
35,mprime-final-s2-on-1972442430-e0020-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1972442430,20,28,21428609,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428609_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2SEL_src21303734_e0020.txt,18,21303734,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303734_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1972442430_K0_MPFINALV_A10_src20618735_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-72aea46/snapshots/snapshot_20_1.0000",862d1760a816b3001461ed818a12708f8835d11fa461c6b90ee3a9994c55fbf5,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428609_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2SEL_src21303734_e0020.txt,log_identity_in_manifest
36,mprime-final-s2-on-2011206605-e0099-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,2011206605,99,29,21428610,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428610_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2SEL_src21303735_e0099.txt,20,21303735,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303735_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2011206605_K0_MPFINALV_A10_src20618727_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125889/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-067843/snapshots/snapshot_99_1.0000",e0be8275f7dad1149955f25451600b8aa72e5abb04fa118f55c96032c88e98fa,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428610_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2SEL_src21303735_e0099.txt,log_identity_in_manifest
37,mprime-final-s2-on-2011206605-e0099-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,2011206605,99,29,21428610,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428610_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2SEL_src21303735_e0099.txt,20,21303735,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303735_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2011206605_K0_MPFINALV_A10_src20618727_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125889/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-067843/snapshots/snapshot_99_1.0000",e0be8275f7dad1149955f25451600b8aa72e5abb04fa118f55c96032c88e98fa,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428610_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2SEL_src21303735_e0099.txt,log_identity_in_manifest
38,mprime-final-s2-on-2082152039-e0010-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,2082152039,10,27,21428611,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428611_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2SEL_src21303736_e0010.txt,18,21303736,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303736_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2082152039_K0_MPFINALV_A10_src20618732_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125887/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-faf7d6/snapshots/snapshot_10_1.0000",9e8f3c282ee4936a49394bfe3f8f9b5848376aee5aad450fdf86d549d3469f7c,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428611_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2SEL_src21303736_e0010.txt,log_identity_in_manifest
39,mprime-final-s2-on-2082152039-e0010-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,2082152039,10,27,21428611,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428611_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2SEL_src21303736_e0010.txt,18,21303736,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303736_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2082152039_K0_MPFINALV_A10_src20618732_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125887/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-faf7d6/snapshots/snapshot_10_1.0000",9e8f3c282ee4936a49394bfe3f8f9b5848376aee5aad450fdf86d549d3469f7c,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,phase_b_a_selected_endpoints.csv,phase_b_a_selected_endpoints,/home/hersco/training_new_domains/2026-09-17/mprime_final_stage2_selected_policy_recovery_mprime/21428611_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2SEL_src21303736_e0010.txt,log_identity_in_manifest
