experiment_id,comparison,domain,value_head,seed,before_score,after_score,difference,before_training_job,before_evaluation_job,before_log,after_training_job,after_evaluation_job,after_log
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,534933607,17,18,1,20618731,20668656,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668656_Ev_mprime_mprime_orig_vh_c.1_s534933607_MPCP_src20618731_e0030.txt,21303727,21361393,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21361393_Ev_mprime_mprime_mcts_orig_vh_c.1_s534933607_K0_MPFINALV_S2POL_src21303727_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,923500475,14,16,2,20618734,20668739,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668739_Ev_mprime_mprime_orig_vh_c.1_s923500475_MPCP_src20618734_e0035.txt,21303728,21362288,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2_policy_mprime/21362288_Ev_mprime_mprime_mcts_orig_vh_c.1_s923500475_K0_MPFINALV_S2POL_src21303728_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,1073581256,12,13,1,20618728,20668579,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668579_Ev_mprime_mprime_orig_vh_c.1_s1073581256_MPCP_src20618728_e0015.txt,21303729,21362836,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21362836_Ev_mprime_mprime_mcts_orig_vh_c.1_s1073581256_K0_MPFINALV_S2POL_src21303729_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,1239739722,16,17,1,20618729,20668596,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668596_Ev_mprime_mprime_orig_vh_c.1_s1239739722_MPCP_src20618729_e0020.txt,21303730,21363311,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21363311_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2POL_src21303730_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,1472491096,18,14,-4,20618730,20668610,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668610_Ev_mprime_mprime_orig_vh_c.1_s1472491096_MPCP_src20618730_e0005.txt,21303731,21364498,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21364498_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2POL_src21303731_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,1510771779,17,16,-1,20618733,20668715,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668715_Ev_mprime_mprime_orig_vh_c.1_s1510771779_MPCP_src20618733_e0045.txt,21303732,21370654,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21370654_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303732_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,1963100312,17,15,-2,20618726,20668548,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668548_Ev_mprime_mprime_orig_vh_c.1_s1963100312_MPCP_src20618726_e0006.txt,21303733,21370726,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21370726_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303733_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,1972442430,17,19,2,20618735,20668753,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668753_Ev_mprime_mprime_orig_vh_c.1_s1972442430_MPCP_src20618735_e0005.txt,21303734,21378666,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378666_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2POL_R_src21303734_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,2011206605,16,15,-1,20618727,20668561,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668561_Ev_mprime_mprime_orig_vh_c.1_s2011206605_MPCP_src20618727_e0005.txt,21303735,21378676,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378676_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303735_e0000.txt
MAIN-VAL,S1 validation-selected -> S2 validation-selected,mprime,on,2082152039,13,17,4,20618732,20668673,/home/hersco/training_new_domains/2026-08-28/mprime_corrected_stage1_policy/20668673_Ev_mprime_mprime_orig_vh_c.1_s2082152039_MPCP_src20618732_e0005.txt,21303736,21378819,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378819_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2POL_R_src21303736_e0000.txt
