array_index,manifest_id,experiment_id,branch,stage,checkpoint_selection,search_method,value_head,seed,selected_epoch,selected_validation_score,source_policy_job_id,source_policy_log,selected_test_policy_score,source_training_job_id,source_training_log,checkpoint,checkpoint_sha256,domain_module,architecture_module,teacher,width,iterations,puct,estimator,pw_min_width,pw_c,pw_alpha,terminal_safe,workers,cpus,memory,walltime,instance_timeout_seconds,max_external_actions,evaluation_scheduling,completion_mode,expected_test_instances,status,ready_manifest,ready_manifest_sha256,selected_policy_source,selected_policy_source_sha256
26,mprime-final-s2-on-1239739722-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1239739722,0,30,21363311,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21363311_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2POL_src21303730_e0000.txt,17,21303730,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303730_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1239739722_K0_MPFINALV_A10_src20618729_e0020.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576581/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-7d9a779/snapshots/snapshot_0_1.0000",48d7f877a0450543571564f85c59e36f9f1b8b6230dea1ba6c7a7c88fe72b053,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
27,mprime-final-s2-on-1239739722-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1239739722,0,30,21363311,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21363311_Ev_mprime_mprime_mcts_orig_vh_c.1_s1239739722_K0_MPFINALV_S2POL_src21303730_e0000.txt,17,21303730,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303730_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1239739722_K0_MPFINALV_A10_src20618729_e0020.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576581/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-7d9a779/snapshots/snapshot_0_1.0000",48d7f877a0450543571564f85c59e36f9f1b8b6230dea1ba6c7a7c88fe72b053,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
28,mprime-final-s2-on-1472491096-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1472491096,0,30,21364498,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21364498_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2POL_src21303731_e0000.txt,14,21303731,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303731_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1472491096_K0_MPFINALV_A10_src20618730_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576578/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-43e0a7a/snapshots/snapshot_0_1.0000",4f51e33cd7c5833891ab2eb0c64d69b1c65a7ec67c93d8ddd55a31328c129a15,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
29,mprime-final-s2-on-1472491096-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1472491096,0,30,21364498,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21364498_Ev_mprime_mprime_mcts_orig_vh_c.1_s1472491096_K0_MPFINALV_S2POL_src21303731_e0000.txt,14,21303731,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303731_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1472491096_K0_MPFINALV_A10_src20618730_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:26:04.576578/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942420-43e0a7a/snapshots/snapshot_0_1.0000",4f51e33cd7c5833891ab2eb0c64d69b1c65a7ec67c93d8ddd55a31328c129a15,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
30,mprime-final-s2-on-1510771779-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1510771779,0,30,21370654,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21370654_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303732_e0000.txt,16,21303732,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303732_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1510771779_K0_MPFINALV_A10_src20618733_e0045.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-17cc32a/snapshots/snapshot_0_1.0000",e30c729ed7d8d0a63dcb7297da995ef59f0bd27a71bd279049381a7d7baae51d,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
31,mprime-final-s2-on-1510771779-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1510771779,0,30,21370654,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21370654_Ev_mprime_mprime_mcts_orig_vh_c.1_s1510771779_K0_MPFINALV_S2POL_src21303732_e0000.txt,16,21303732,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303732_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1510771779_K0_MPFINALV_A10_src20618733_e0045.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-17cc32a/snapshots/snapshot_0_1.0000",e30c729ed7d8d0a63dcb7297da995ef59f0bd27a71bd279049381a7d7baae51d,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
32,mprime-final-s2-on-1963100312-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1963100312,0,30,21370726,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21370726_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303733_e0000.txt,15,21303733,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303733_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1963100312_K0_MPFINALV_A10_src20618726_e0006.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125886/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-2fc32f3/snapshots/snapshot_0_1.0000",cbf12539b521b5d2da29cd353d596be19d43e727cb52cba644633ec6aedf3731,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
33,mprime-final-s2-on-1963100312-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1963100312,0,30,21370726,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21370726_Ev_mprime_mprime_mcts_orig_vh_c.1_s1963100312_K0_MPFINALV_S2POL_src21303733_e0000.txt,15,21303733,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303733_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1963100312_K0_MPFINALV_A10_src20618726_e0006.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125886/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-2fc32f3/snapshots/snapshot_0_1.0000",cbf12539b521b5d2da29cd353d596be19d43e727cb52cba644633ec6aedf3731,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
34,mprime-final-s2-on-1972442430-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,1972442430,0,30,21378666,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378666_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2POL_R_src21303734_e0000.txt,19,21303734,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303734_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1972442430_K0_MPFINALV_A10_src20618735_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-72aea46/snapshots/snapshot_0_1.0000",2a8389a73603bf0ee5a025e8c69c26c6721fbfffb2e364a7eebc4f58da2c6285,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
35,mprime-final-s2-on-1972442430-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,1972442430,0,30,21378666,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378666_Ev_mprime_mprime_mcts_orig_vh_c.1_s1972442430_K0_MPFINALV_S2POL_R_src21303734_e0000.txt,19,21303734,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303734_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s1972442430_K0_MPFINALV_A10_src20618735_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125892/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-72aea46/snapshots/snapshot_0_1.0000",2a8389a73603bf0ee5a025e8c69c26c6721fbfffb2e364a7eebc4f58da2c6285,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
36,mprime-final-s2-on-2011206605-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,2011206605,0,30,21378676,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378676_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303735_e0000.txt,15,21303735,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303735_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2011206605_K0_MPFINALV_A10_src20618727_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125889/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-067843/snapshots/snapshot_0_1.0000",21c93d68f609c226240ee621956e07118d1f98459ad6b172b77a49b1d66099c6,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
37,mprime-final-s2-on-2011206605-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,2011206605,0,30,21378676,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378676_Ev_mprime_mprime_mcts_orig_vh_c.1_s2011206605_K0_MPFINALV_S2POL_src21303735_e0000.txt,15,21303735,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303735_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2011206605_K0_MPFINALV_A10_src20618727_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125889/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-067843/snapshots/snapshot_0_1.0000",21c93d68f609c226240ee621956e07118d1f98459ad6b172b77a49b1d66099c6,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
38,mprime-final-s2-on-2082152039-e0000-fixed20x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,fixed,on,2082152039,0,30,21378819,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378819_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2POL_R_src21303736_e0000.txt,17,21303736,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303736_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2082152039_K0_MPFINALV_A10_src20618732_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125887/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-faf7d6/snapshots/snapshot_0_1.0000",4f74ed3a11fafbfec9dbf1aab325be051f26af09462ac6fc38b0902268b8abce,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,,,,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
39,mprime-final-s2-on-2082152039-e0000-pw7020x70,MPRIME-FINAL-S2-SEARCH,validation_led,stage2,phase_b_replicate_a,pw70,on,2082152039,0,30,21378819,/home/hersco/training_new_domains/2026-09-16/mprime_final_validation_stage2_policy_mprime/21378819_Ev_mprime_mprime_mcts_orig_vh_c.1_s2082152039_K0_MPFINALV_S2POL_R_src21303736_e0000.txt,17,21303736,/home/hersco/training_new_domains/2026-09-15/mprime_final_validation_stage2/21303736_Re-Tr_mprime_mprime_mcts_orig_vh_e.5_c.1_s2082152039_K0_MPFINALV_A10_src20618732_e0005.txt,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.mprime-experiments_numeric.architecture_2.mprime_mcts-2026-09-15T10:25:34.125887/P[domain,pfile01,pfile02,pfile04,pfile05]-S[0.0003,50,enhsp-hmrp-ha-gbfs]-MO[]-T[518400]-04942419-faf7d6/snapshots/snapshot_0_1.0000",4f74ed3a11fafbfec9dbf1aab325be051f26af09462ac6fc38b0902268b8abce,experiments_numeric.domain.mprime,experiments_numeric.architecture_2.mprime_mcts,hmrp-ha-gbfs,20,70,0.1,0.5,3,0.6,0.5,false,3,6,120G,3-00:00:00,21600,10000,rolling,identity_jsonl+attempt_VAL,20,ready_not_submitted,experiment_tracking/mprime_final_stage2_search_20260916/source_ready_manifest_20260916_1024.csv,5fa02096ba6250802d804ec3d7bf6acd61eca930bd8baffd441f4b73bce92142,experiment_tracking/mprime_final_stage2_search_20260916/selected_policy_scores_20260916_1024.txt,f6bb8357d8ee9a1904355a9eba5172a786ccc478bc40b5bb4164e641f9fec395
