manifest_id,task_type,domain,value_head,seed,stage,status,teacher,source_checkpoint_ref,source_training_job_id,snapshot_epoch,analysis_roles,training_state,training_log,excluded_nodes,notes
preserve3-term-tpp-on-1510771779-a10-policy-e0000-node-retry1,policy_eval,tpp,on,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_0_1.0000",20755759,0,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755759_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1510771779_K0_P3TERMS2A10_src20523026.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943869; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1510771779-a10-policy-e0003-node-retry1,policy_eval,tpp,on,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_3_1.0000",20755759,3,preserve3_terminal_tpp_on_learning_curve;preserve3_terminal_tpp_on_validation_selected_policy,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755759_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1510771779_K0_P3TERMS2A10_src20523026.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943870; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1510771779-a10-policy-e0005-node-retry1,policy_eval,tpp,on,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_5_1.0000",20755759,5,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755759_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1510771779_K0_P3TERMS2A10_src20523026.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943872; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1510771779-a10-policy-e0010-node-retry1,policy_eval,tpp,on,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_10_1.0000",20755759,10,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755759_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1510771779_K0_P3TERMS2A10_src20523026.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943874; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1510771779-a10-policy-e0025-node-retry1,policy_eval,tpp,on,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_25_1.0000",20755759,25,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755759_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1510771779_K0_P3TERMS2A10_src20523026.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943879; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1510771779-a10-policy-e0045-node-retry1,policy_eval,tpp,on,1510771779,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T19:48:19.979433/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921382-17cc32a/snapshots/snapshot_45_1.0000",20755759,45,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755759_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1510771779_K0_P3TERMS2A10_src20523026.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943886; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1963100312-a10-policy-e0070-node-retry1,policy_eval,tpp,on,1963100312,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902774/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-2fc32f3/snapshots/snapshot_70_0.7500",20755760,70,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755760_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1963100312_K0_P3TERMS2A10_src20523005.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943914; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1963100312-a10-policy-e0080-node-retry1,policy_eval,tpp,on,1963100312,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902774/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-2fc32f3/snapshots/snapshot_80_1.0000",20755760,80,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755760_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1963100312_K0_P3TERMS2A10_src20523005.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943916; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0025-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_25_0.7500",20755761,25,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943926; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0040-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_40_0.7500",20755761,40,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943929; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0045-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_45_0.7500",20755761,45,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943930; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0050-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_50_0.7500",20755761,50,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943931; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0055-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_55_0.7500",20755761,55,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943932; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0060-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_60_0.7500",20755761,60,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943933; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0063-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_63_0.7500",20755761,63,preserve3_terminal_tpp_on_learning_curve;preserve3_terminal_tpp_on_validation_selected_policy,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943934; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0065-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_65_0.7500",20755761,65,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943935; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
preserve3-term-tpp-on-1972442430-a10-policy-e0070-node-retry1,policy_eval,tpp,on,1972442430,stage2,ready,hadd-astar,"/home/hersco/bershco-nu-asnets/numeric-asnets/asnets/experiment-results/experiments_numeric.domain.tpp-experiments_numeric.architecture_2.tpp_mcts-2026-08-31T21:03:31.902740/P[domain,pfile1,pfile2,pfile4]-S[0.0003,50,enhsp-hadd-astar]-MO[]-T[518400]-04921457-72aea46/snapshots/snapshot_70_0.7500",20755761,70,preserve3_terminal_tpp_on_learning_curve,COMPLETED,/home/hersco/training_new_domains/2026-08-31/preserve3_terminal_tpp_stage2/20755761_Re-Tr_tpp_tpp_mcts_orig_vh_e.5_c.1_s1972442430_K0_P3TERMS2A10_src20523032.txt,"ise-cpu128-03,ise-cpu128-04,ise-cpu-intl-13",Exact policy retry of job 20943936; failed before inference on ise-cpu128-03 or ise-cpu128-04 with node-local POSIX-semaphore ENOSPC. Exclusion is limited to three independently demonstrated bad nodes.
